date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:18:38	40965/40965	---MCZ	200	added ('OK')	text/html	etag:W/%2290e17f52ab97cbffc24ce9ac3846ce10--gzip%22	https://www.kaizenmantra.net/blog/tag/Architecture	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/tag/Architecture.html	(from https://www.kaizenmantra.net/blog)
02:18:39	41064/41064	---M-Z	200	added ('OK')	text/html	etag:W/%224a39cf93d6a26c9aeeb006ea6cba52b4%22	https://www.kaizenmantra.net/blog/tag/Enterprise+Architecture	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/tag/Enterprise+Architecture.html	(from https://www.kaizenmantra.net/blog)
02:18:40	44348/44348	---MCZ	200	added ('OK')	text/html	etag:W/%22495a25f5557454ce8c07cb4346273826--gzip%22	https://www.kaizenmantra.net/blog/tag/Software+DevelopmentProject+ManagementInformation+TechnologySalesforceCRM	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/tag/Software+DevelopmentProject+ManagementInformation+TechnologySalesforceCRM.html	(from https://www.kaizenmantra.net/blog)
02:18:41	46381/46381	---MCZ	200	added ('OK')	text/html	etag:W/%226914921b4d9cee159a19e0e054dc9ac0--gzip%22	https://www.kaizenmantra.net/blog/2019/12/28/k1o8ed0xx1h04d5tyfowjok2a5q87o	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/2019/12/28/k1o8ed0xx1h04d5tyfowjok2a5q87o.html	(from https://www.kaizenmantra.net/blog)
02:18:42	52494/52494	---MCZ	200	added ('OK')	text/html	etag:W/%227b9f441ee22b8162d4cae65ac1af8efd--gzip%22	https://www.kaizenmantra.net/blog/2018/11/28/business-models-of-self-driving-cars-part-1	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/2018/11/28/business-models-of-self-driving-cars-part-1.html	(from https://www.kaizenmantra.net/blog)
02:18:43	116063/116063	---MCZ	200	added ('OK')	text/html	etag:W/%220b3324435ad9badba288c9ec33538a82--gzip%22	https://www.kaizenmantra.net/blog/category/Innovation	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/category/Innovation.html	(from https://www.kaizenmantra.net/blog)
02:18:43	98183/98183	---MCZ	200	added ('OK')	text/html	etag:W/%22a656b479e179fa8742fa76df5b0b7bba--gzip%22	https://www.kaizenmantra.net/blog/category/Management	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/category/Management.html	(from https://www.kaizenmantra.net/blog)
02:18:45	48233/48233	---MCZ	200	added ('OK')	text/html	etag:W/%224fc4ea4a2e742fa5f1395794765e1d29--gzip%22	https://www.kaizenmantra.net/blog/category/Strategy	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/category/Strategy.html	(from https://www.kaizenmantra.net/blog)
02:18:46	41185/41185	---MCZ	200	added ('OK')	text/html	etag:W/%227710be5f88b9dc300e4b1ced3305e20d--gzip%22	https://www.kaizenmantra.net/blog/tag/Autonomous	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/tag/Autonomous.html	(from https://www.kaizenmantra.net/blog)
02:18:47	41203/41203	---M-Z	200	added ('OK')	text/html	etag:W/%22523713abd40f0d3a6474a65b69164ada--gzip%22	https://www.kaizenmantra.net/blog/tag/Self-driving	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/tag/Self-driving.html	(from https://www.kaizenmantra.net/blog)
02:18:47	41140/41140	---M-Z	200	added ('OK')	text/html	etag:W/%229bbf2820403070a6d3aadcc76a5a2973--gzip%22	https://www.kaizenmantra.net/blog/tag/Tesla	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/tag/Tesla.html	(from https://www.kaizenmantra.net/blog)
02:18:49	41185/41185	---MCZ	200	added ('OK')	text/html	etag:W/%228d9fb1a5cf87599cbcf4d8e1bc4fab77--gzip%22	https://www.kaizenmantra.net/blog/tag/Automobile	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/tag/Automobile.html	(from https://www.kaizenmantra.net/blog)
02:18:50	55695/55695	---MCZ	200	added ('OK')	text/html	etag:W/%22aba477ce9b718f9dc4dc402913a2eb3e--gzip%22	https://www.kaizenmantra.net/blog/2018/10/27/an-ode-to-fall	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/2018/10/27/an-ode-to-fall.html	(from https://www.kaizenmantra.net/blog)
02:18:51	58021/58021	---MCZ	200	added ('OK')	text/html	etag:W/%229b748f073f07699be77debcb2219f4a7--gzip%22	https://www.kaizenmantra.net/blog/2018/9/9/simple-truth-of-successful-projects	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/2018/9/9/simple-truth-of-successful-projects.html	(from https://www.kaizenmantra.net/blog)
02:18:52	97620/97620	---MCZ	200	added ('OK')	text/html	etag:W/%228dbe9b2168444a5ebc5dbab35bd92117--gzip%22	https://www.kaizenmantra.net/blog/category/Technology	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/category/Technology.html	(from https://www.kaizenmantra.net/blog)
02:18:52	52929/52929	---M-Z	200	added ('OK')	text/html	etag:W/%22555ec9fa8424115cc6a43b87852cee26%22	https://www.kaizenmantra.net/blog/category/Salesforce	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/category/Salesforce.html	(from https://www.kaizenmantra.net/blog)
02:18:54	48574/48574	---MCZ	200	added ('OK')	text/html	etag:W/%22a9a4908580dfa7fadc400f4c595428b2--gzip%22	https://www.kaizenmantra.net/blog/2015/2/7/making-titanium-studio-shortcut-on-ubuntu-1404lts	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/2015/2/7/making-titanium-studio-shortcut-on-ubuntu-1404lts.html	(from https://www.kaizenmantra.net/blog)
02:18:55	74452/74452	---MCZ	200	added ('OK')	text/html	etag:W/%2288d3b2ef24c9de3294b31927b5ae4c35--gzip%22	https://www.kaizenmantra.net/blog/category/Programming	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/category/Programming.html	(from https://www.kaizenmantra.net/blog)
02:18:56	59928/59928	---MCZ	200	added ('OK')	text/html	etag:W/%2212ce8171f4d01f79cfd1f1111735410c--gzip%22	https://www.kaizenmantra.net/blog/category/Titanium+Appcelerator	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/category/Titanium+Appcelerator.html	(from https://www.kaizenmantra.net/blog)
02:18:57	83864/83864	---MCZ	200	added ('OK')	text/html	etag:W/%22c5df19574e94fae04f36de8541836252--gzip%22	https://www.kaizenmantra.net/blog/2014/6/13/the-rule-of-three	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/2014/6/13/the-rule-of-three.html	(from https://www.kaizenmantra.net/blog)
02:18:58	45388/45388	---MCZ	200	added ('OK')	text/html	etag:W/%226a17f9f7ccb6607d03de57705d8c265b--gzip%22	https://www.kaizenmantra.net/blog/category/Musings	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/category/Musings.html	(from https://www.kaizenmantra.net/blog)
02:18:59	57453/57453	---MCZ	200	added ('OK')	text/html	etag:W/%224b2b9128bd9edfee793763931ce30559--gzip%22	https://www.kaizenmantra.net/blog/2014/5/20/google-glass-social-design-challenge	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/2014/5/20/google-glass-social-design-challenge.html	(from https://www.kaizenmantra.net/blog)
02:19:00	75206/75206	---MCZ	200	added ('OK')	text/html	etag:W/%224dc9d17c8cec9d8480ac0f1d803fc9a3--gzip%22	https://www.kaizenmantra.net/blog/2014/1/13/native-mobile-app-for-salesforce-communities-part-4-integration	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/2014/1/13/native-mobile-app-for-salesforce-communities-part-4-integration.html	(from https://www.kaizenmantra.net/blog)
02:19:00	52754/52754	---M-Z	200	added ('OK')	text/html	etag:W/%22f1d5dc887af447e821faba57fd1a5064%22	https://www.kaizenmantra.net/blog/category/JavaScript	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/category/JavaScript.html	(from https://www.kaizenmantra.net/blog)
02:19:02	65047/65047	---MCZ	200	added ('OK')	text/html	etag:W/%22e12433eddd61920a19b71a0addb74a75--gzip%22	https://www.kaizenmantra.net/blog/category/Mobile	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/category/Mobile.html	(from https://www.kaizenmantra.net/blog)
02:19:03	60096/60096	---MCZ	200	added ('OK')	text/html	etag:W/%22409a424c73ec802b55ee4c8ef0edd075--gzip%22	https://www.kaizenmantra.net/blog/2014/1/9/native-mobile-app-for-salesforce-communities-part-3-mobile-ui-design	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/2014/1/9/native-mobile-app-for-salesforce-communities-part-3-mobile-ui-design.html	(from https://www.kaizenmantra.net/blog)
02:19:04	61683/61683	---MCZ	200	added ('OK')	text/html	etag:W/%22eedec148fa7a5d2fbc996653a04100dd--gzip%22	https://www.kaizenmantra.net/blog/2013/12/24/native-mobile-app-for-salesforce-communities-part-2-authentication	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/2013/12/24/native-mobile-app-for-salesforce-communities-part-2-authentication.html	(from https://www.kaizenmantra.net/blog)
02:19:05	62550/62550	---MCZ	200	added ('OK')	text/html	etag:W/%220844cb8f47a3bacc5e087dd965c819ea--gzip%22	https://www.kaizenmantra.net/blog/2013/12/15/native-mobile-app-for-salesforce-communities-part-1	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/2013/12/15/native-mobile-app-for-salesforce-communities-part-1.html	(from https://www.kaizenmantra.net/blog)
02:19:06	66931/66931	---MCZ	200	added ('OK')	text/html	etag:W/%2259ebe5c48c62d9e6dc08017f0571c842--gzip%22	https://www.kaizenmantra.net/blog/2013/12/13/plain-english-internet-of-things-architecture-part-4	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/2013/12/13/plain-english-internet-of-things-architecture-part-4.html	(from https://www.kaizenmantra.net/blog)
02:19:07	49096/49096	---M-Z	200	added ('OK')	text/html	etag:W/%22b5d029da8137fca64942681b28986f92%22	https://www.kaizenmantra.net/blog/category/Connected+Devices	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/category/Connected+Devices.html	(from https://www.kaizenmantra.net/blog)
02:19:08	49105/49105	---MCZ	200	added ('OK')	text/html	etag:W/%22c62f3dbbec7844446f71993475b6a13c--gzip%22	https://www.kaizenmantra.net/blog/category/Internet+Of+Things	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/category/Internet+Of+Things.html	(from https://www.kaizenmantra.net/blog)
02:19:09	55584/55584	---MCZ	200	added ('OK')	text/html	etag:W/%223ab7218d0cffd6f9b41547141fd85ff9--gzip%22	https://www.kaizenmantra.net/blog/2013/12/12/plain-english-internet-of-things-architecture-part-3	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/2013/12/12/plain-english-internet-of-things-architecture-part-3.html	(from https://www.kaizenmantra.net/blog)
02:19:10	60087/60087	---MCZ	200	added ('OK')	text/html	etag:W/%22293d65ddba47e5ddc1fb6d6c8b0b93a1--gzip%22	https://www.kaizenmantra.net/blog/2013/12/13/plain-english-internet-of-things-architecture-part-2	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/2013/12/13/plain-english-internet-of-things-architecture-part-2.html	(from https://www.kaizenmantra.net/blog)
02:19:11	68684/68684	---MCZ	200	added ('OK')	text/html	etag:W/%22c07e0e3db59c6ebb1437a72dc972e3ea--gzip%22	https://www.kaizenmantra.net/blog/2013/12/11/an-english-version-of-the-internet-of-things-part-1	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/2013/12/11/an-english-version-of-the-internet-of-things-part-1.html	(from https://www.kaizenmantra.net/blog)
02:19:12	370276/370276	---MCZ	200	added ('OK')	text/html	etag:W/%226c949538b1c9ef2685d202a8e4c5ed69--gzip%22	https://www.kaizenmantra.net/blog/2013/12/9/from-idea-to-mobile-app-ux-design-and-prototyping-framework	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/2013/12/9/from-idea-to-mobile-app-ux-design-and-prototyping-framework.html	(from https://www.kaizenmantra.net/blog)
02:19:13	99207/99207	---MCZ	200	added ('OK')	text/html	etag:W/%228e8dcc26ff9f00ff24f2fe151f3cd7c9--gzip%22	https://www.kaizenmantra.net/blog/category/Design	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/category/Design.html	(from https://www.kaizenmantra.net/blog)
02:19:14	93729/93729	---MCZ	200	added ('OK')	text/html	etag:W/%223ca19b0a2c8bca2007489eac924506eb--gzip%22	https://www.kaizenmantra.net/blog/category/User+Experience	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/category/User+Experience.html	(from https://www.kaizenmantra.net/blog)
02:19:15	49765/49765	---MCZ	200	added ('OK')	text/html	etag:W/%22d132c075ebc756fedce4ed101369de2e--gzip%22	https://www.kaizenmantra.net/blog/sl8.com/2013/12/how-inccom-lost-my-trust.html	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/sl8.com/2013/12/how-inccom-lost-my-trust.html	(from https://www.kaizenmantra.net/blog)
02:19:16	40780/40780	---MCZ	200	added ('OK')	text/html	etag:W/%22589886214f745ffd872c9f98107dfedc--gzip%22	https://www.kaizenmantra.net/blog/category/Privacy	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/category/Privacy.html	(from https://www.kaizenmantra.net/blog)
02:19:17	49464/49464	---MCZ	200	added ('OK')	text/html	etag:W/%224f3b6492cabcc392a3a11ebff0fac90c--gzip%22	https://www.kaizenmantra.net/blog/sl8.com/2013/11/changing-file-explorer-font-size-on.html	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/sl8.com/2013/11/changing-file-explorer-font-size-on.html	(from https://www.kaizenmantra.net/blog)
02:19:18	50363/50363	---MCZ	200	added ('OK')	text/html	etag:W/%224f2cda1f50a67136a345b2b489a91ea4--gzip%22	https://www.kaizenmantra.net/blog/sl8.com/2013/07/white-glyphish-icons-for-download.html	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/sl8.com/2013/07/white-glyphish-icons-for-download.html	(from https://www.kaizenmantra.net/blog)
02:19:19	40594/40594	---MCZ	200	added ('OK')	text/html	etag:W/%223c67896eee2761d522de2b656c1953e4--gzip%22	https://www.kaizenmantra.net/blog/category/Interface+Design	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/category/Interface+Design.html	(from https://www.kaizenmantra.net/blog)
02:19:20	85335/85335	---MCZ	200	added ('OK')	text/html	etag:W/%22943daef29e1861490d1b44888a6698ba--gzip%22	https://www.kaizenmantra.net/blog?offset=1373757960000	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog3e20.html	(from https://www.kaizenmantra.net/blog)
02:19:20	13063/13063	---M-Z	200	added ('OK')	text/html	etag:W/%22123817351f69c4b194fc18597feb0d41--gzip%22	https://www.kaizenmantra.net/blog/salesforce-asp-jsp-edgar-allen-poe?format=amp	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/salesforce-asp-jsp-edgar-allen-poe22c8.html	(from https://www.kaizenmantra.net/blog/salesforce-asp-jsp-edgar-allen-poe)
02:19:21	8910/8910	---M-Z	200	added ('OK')	text/html	etag:W/%221c5acf01cbb110435519716e9098c0bd--gzip%22	https://www.kaizenmantra.net/blog/2019/12/28/k1o8ed0xx1h04d5tyfowjok2a5q87o?format=amp	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/2019/12/28/k1o8ed0xx1h04d5tyfowjok2a5q87o22c8.html	(from https://www.kaizenmantra.net/blog/2019/12/28/k1o8ed0xx1h04d5tyfowjok2a5q87o)
02:19:22	14333/14333	---M-Z	200	added ('OK')	text/html	etag:W/%22a9e86e63b0d92bf0337a004a862d5092%22	https://www.kaizenmantra.net/blog/2018/11/28/business-models-of-self-driving-cars-part-1?format=amp	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/2018/11/28/business-models-of-self-driving-cars-part-122c8.html	(from https://www.kaizenmantra.net/blog/2018/11/28/business-models-of-self-driving-cars-part-1)
02:19:24	47971/47971	---MCZ	200	added ('OK')	text/html	etag:W/%2240b83f25d1e82ce9a8aa718749b144eb--gzip%22	https://www.kaizenmantra.net/blog/sl8.com/2011/10/remembering-steve-jobs.html	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/sl8.com/2011/10/remembering-steve-jobs.html	(from https://www.kaizenmantra.net/blog/category/Innovation)
02:19:25	43651/43651	---MCZ	200	added ('OK')	text/html	etag:W/%223a18065bdc320ddec25632a095f4f1d0--gzip%22	https://www.kaizenmantra.net/blog/category/Apple	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/category/Apple.html	(from https://www.kaizenmantra.net/blog/category/Innovation)
02:19:26	43240/43240	---MCZ	200	added ('OK')	text/html	etag:W/%22d2c89462f1933ed5fe9d647486547acb--gzip%22	https://www.kaizenmantra.net/blog/category/Inspiration	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/category/Inspiration.html	(from https://www.kaizenmantra.net/blog/category/Innovation)
02:19:27	49545/49545	---MCZ	200	added ('OK')	text/html	etag:W/%22428a1108bedbbfd85f49648adbeba7c0--gzip%22	https://www.kaizenmantra.net/blog/2011/03/product-designers-vs-backoffice-guyshtml	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/2011/03/product-designers-vs-backoffice-guyshtml.html	(from https://www.kaizenmantra.net/blog/category/Innovation)
02:19:28	43683/43683	---M-Z	200	added ('OK')	text/html	etag:W/%227f8bb3d6781ba74ed096c50f78ee4f7a%22	https://www.kaizenmantra.net/blog/sl8.com/2010/09/what-will-we-build.html	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/sl8.com/2010/09/what-will-we-build.html	(from https://www.kaizenmantra.net/blog/category/Innovation)
02:19:28	106340/106340	---M--	404	error ('Not%20Found')	text/html	etag:W/%2283e5be699606a0de1ffd5675f2d29dc5%22	https://www.kaizenmantra.net/blog/category/%22Future%22	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/category/_Future_.42.delayed	(from https://www.kaizenmantra.net/blog/category/Innovation)
02:19:30	44877/44877	---MCZ	200	added ('OK')	text/html	etag:W/%22b2e2051eca1a7c30725a6d737bd0055a--gzip%22	https://www.kaizenmantra.net/blog/2010/09/what-not-to-do-with-something-reallyhtml	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/2010/09/what-not-to-do-with-something-reallyhtml.html	(from https://www.kaizenmantra.net/blog/category/Innovation)
02:19:31	46064/46064	---MCZ	200	added ('OK')	text/html	etag:W/%22cf28771939c2cb19ea3b60ca776642f0--gzip%22	https://www.kaizenmantra.net/blog/sl8.com/2010/01/future-of-app-development-forcecom.html	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/sl8.com/2010/01/future-of-app-development-forcecom.html	(from https://www.kaizenmantra.net/blog/category/Innovation)
02:19:32	46442/46442	---MCZ	200	added ('OK')	text/html	etag:W/%223dc5bc6265354e6ca71f76cf56f1b3d5--gzip%22	https://www.kaizenmantra.net/blog/sl8.com/2009/10/what-would-online-search-do.html	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/sl8.com/2009/10/what-would-online-search-do.html	(from https://www.kaizenmantra.net/blog/category/Innovation)
02:19:32	106340/106340	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2283e5be699606a0de1ffd5675f2d29dc5%22	https://www.kaizenmantra.net/blog/category/%22Google%22	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/category/_Google_.46.delayed	(from https://www.kaizenmantra.net/blog/category/Innovation)
02:19:34	71167/71167	---MCZ	200	added ('OK')	text/html	etag:W/%229a0a9ac4e0fae02bff3036f1647f6bad--gzip%22	https://www.kaizenmantra.net/blog/category/Microsoft	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/category/Microsoft.html	(from https://www.kaizenmantra.net/blog/category/Innovation)
02:19:35	45393/45393	---MCZ	200	added ('OK')	text/html	etag:W/%22990e6cb0ae7f91b1e892e62e890aa48c--gzip%22	https://www.kaizenmantra.net/blog/sl8.com/2009/10/open-source-bi-on-cloud.html	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/sl8.com/2009/10/open-source-bi-on-cloud.html	(from https://www.kaizenmantra.net/blog/category/Innovation)
02:19:35	106340/106340	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2283e5be699606a0de1ffd5675f2d29dc5%22	https://www.kaizenmantra.net/blog/category/%22Open+Source%22	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/category/_Open+Source_.49.delayed	(from https://www.kaizenmantra.net/blog/category/Innovation)
02:19:37	44707/44707	---MCZ	200	added ('OK')	text/html	etag:W/%22bbbf616b8d784ba80d2fada9663d74d5--gzip%22	https://www.kaizenmantra.net/blog/sl8.com/2009/09/yahoo-boss-someone-was-thinking-blue.html	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/sl8.com/2009/09/yahoo-boss-someone-was-thinking-blue.html	(from https://www.kaizenmantra.net/blog/category/Innovation)
02:19:38	45976/45976	---MCZ	200	added ('OK')	text/html	etag:W/%2223901233e78babcb81311ea1c2ab90cf--gzip%22	https://www.kaizenmantra.net/blog/2009/05/love-is-in-airhtml	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/2009/05/love-is-in-airhtml.html	(from https://www.kaizenmantra.net/blog/category/Innovation)
02:19:39	43689/43689	---MCZ	200	added ('OK')	text/html	etag:W/%22cda71720f1acc88b7609a9ab24fa3632--gzip%22	https://www.kaizenmantra.net/blog/sl8.com/2008/11/beyond-good-enough-pictorial.html	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/sl8.com/2008/11/beyond-good-enough-pictorial.html	(from https://www.kaizenmantra.net/blog/category/Innovation)
02:19:40	46946/46946	---MCZ	200	added ('OK')	text/html	etag:W/%22808e19b5b773841d302144bc7bceb91f--gzip%22	https://www.kaizenmantra.net/blog/sl8.com/2008/06/beyond-good-enough.html	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/sl8.com/2008/06/beyond-good-enough.html	(from https://www.kaizenmantra.net/blog/category/Innovation)
02:19:41	47076/47076	---MCZ	200	added ('OK')	text/html	etag:W/%22febf19983e601367d30213b30152fe77--gzip%22	https://www.kaizenmantra.net/blog/sl8.com/2008/06/why-good-enough-is-not-good-enough.html	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/sl8.com/2008/06/why-good-enough-is-not-good-enough.html	(from https://www.kaizenmantra.net/blog/category/Innovation)
02:19:42	45569/45569	---MCZ	200	added ('OK')	text/html	etag:W/%22c3c7955c3342c2eeb18c496ba9bb9601--gzip%22	https://www.kaizenmantra.net/blog/sl8.com/2008/06/iphone-mimiquewhy-open-source-can-be-so.html	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/sl8.com/2008/06/iphone-mimiquewhy-open-source-can-be-so.html	(from https://www.kaizenmantra.net/blog/category/Innovation)
02:19:42	106340/106340	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2283e5be699606a0de1ffd5675f2d29dc5%22	https://www.kaizenmantra.net/blog/category/%22Android%22	/Users/sgupta/websites/kzmt/www.kaizenmantra.net/blog/category/_Android_.50.delayed	(from https://www.kaizenmantra.net/blog/category/Innovation)
